@relation LinuxForum-weka.filters.unsupervised.attribute.Remove-R1

@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute Feature32 numeric
@attribute Feature33 numeric
@attribute Feature34 numeric
@attribute Feature35 numeric
@attribute Feature36 numeric
@attribute Feature37 numeric
@attribute Feature38 numeric
@attribute Feature39 numeric
@attribute Feature40 numeric
@attribute Feature41 numeric
@attribute Feature42 numeric
@attribute Feature43 numeric
@attribute Feature44 numeric
@attribute Feature45 numeric
@attribute Feature46 numeric
@attribute Feature47 numeric
@attribute Feature48 numeric
@attribute Feature49 numeric
@attribute Feature50 numeric
@attribute Feature51 numeric
@attribute Feature52 numeric
@attribute Feature53 numeric
@attribute Feature54 numeric
@attribute Feature55 numeric
@attribute Feature56 numeric
@attribute Feature57 numeric
@attribute Feature58 numeric
@attribute Feature59 numeric
@attribute Feature60 numeric
@attribute Feature61 numeric
@attribute Feature62 numeric
@attribute Feature63 numeric
@attribute Feature64 numeric
@attribute Feature65 numeric
@attribute Feature66 numeric
@attribute Feature67 numeric
@attribute Feature68 numeric
@attribute Feature69 numeric
@attribute Feature70 numeric
@attribute Feature71 numeric
@attribute Feature72 numeric
@attribute class {Install-OS,Install-Software,Search-Data,Search-Documentation,Search-Hardware,Search-OS,Search-Software,Spam,Support-Document.,Support-Hardware,Support-Media,Support-OS,Support-Programming,Support-Software}

@data
1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.502793,0.335196,0,0.162011,0.666667,0.25,0,0.083333,0.125,0,0,0,0,0,0,0,0.5,1,0,0,0.375,0,0,1,0.714286,0.666667,0,0,11.25,20,0,29,4.1,4.3,0,4.137931,0.75,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Support-OS
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.437768,0.562232,0,0,0.517241,0.482759,0,0,0.066667,0,0,0,0,0,0,0,0.466667,0.5,0,0,0.466667,0.5,0,0,0.666667,0.72,0,0,6.8,9.357143,0,0,4.705882,4.885496,0,0,1,0,0,0,0.5,1,0,0,0.5,1,0,0,Install-Software
1,1,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0.096661,0.012302,0.864675,0.026362,0.088235,0.029412,0.852941,0.029412,0,0,0,0,0,0,0,0,0.333333,1,0.758621,0,0.666667,0,0.241379,1,0.333333,1,0.363736,0,18.333333,7,16.965517,15,4.181818,4.285714,4.479675,3.733333,0,0,0,0,0.125,0.25,0.5,0.375,0.125,0.25,1,0.375,Search-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.472973,0.527027,0,0,0.419355,0.580645,0,0,0.076923,0,0,0,0,0,0,0,0.153846,0,0,0,0.769231,1,0,0,0.875,0.740741,0,0,8.076923,6.5,0,0,4.971429,4.854701,0,0,0.153846,0,0,0,0.5,1,0,0,0.5,1,0,0,Support-Programming
1,1,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0.132979,0.037234,0.829787,0,0.172414,0.034483,0.793103,0,0,0,0.043478,0,0,0,0.043478,0,0.4,1,0.608696,0,0.6,0,0.304348,0,0.888889,0,0.348148,0,5,7,6.782609,0,5.4,5.285714,5.442308,0,0,0,0.913043,0,0.090909,0.181818,0.272727,0,0.090909,0.181818,1,0,Search-Software
1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.091358,0.57284,0.335802,0,0.125,0.25,0.625,0,0.333333,0.083333,0.033333,0,0.166667,0,0,0,0.333333,0.916667,0.166667,0,0.166667,0,0.8,0,0.777778,0.444444,0.9,0,6.166667,19.333333,4.533333,0,4.135135,4.077586,5.014706,0,0.5,0.166667,0.133333,0,0.333333,0.666667,1,0,0.333333,0.666667,1,0,Support-Programming
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.146341,0.390244,0.02439,0.439024,0.2,0.1,0.1,0.6,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,1,1,0.5,0,0,1,0.923077,3,16,1,3,3.333333,4.6875,42,6.722222,0.5,0,0,0,0.25,0.5,0.75,1,0.25,0.5,0.75,1,Search-Software
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.224771,0.417431,0.357798,0,0.2,0.45,0.35,0,0.5,0.111111,0,0,0,0.111111,0,0,0.5,0.666667,0.428571,0,0,0.111111,0.571429,0,0.666667,0.4,0.3,0,12.25,10.111111,11.142857,0,4.346939,4.142857,4.397436,0,0.25,0.333333,0,0,0.25,0.5,0.75,0,0.25,0.5,1,0,Search-Software
1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0.490421,0.063218,0.086207,0.360153,0.653846,0.064103,0.064103,0.217949,0.039216,0.2,0,0.176471,0,0,0,0,0.117647,0.6,0.8,0.352941,0.843137,0.2,0.2,0.470588,0.835821,0.333333,0.333333,0.3,5.019608,6.6,9,11.058824,5.570312,4.727273,4.577778,3.989362,0.529412,0.2,0,0.176471,0.166667,0.333333,0.666667,0.5,0.166667,0.333333,0.666667,1,Install-Software
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.142857,0,0,0,0,0,0,0,0.142857,0,0,0,0.714286,0,0,0,0.75,0,0,0,5.428571,0,0,0,4.5,0,0,0,0.428571,0,0,0,0.5,0,0,0,1,0,0,0,Support-OS
1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413793,0.193103,0,0.393103,0.333333,0.25,0,0.416667,0,0,0,0,0,0,0,0,1,0.333333,0,0.8,0,0.666667,0,0.2,0.333333,0.8,0,0.416667,15,9.333333,0,11.4,3.916667,5.142857,0,4.035088,0,0,0,0,0.25,0.5,0,0.75,0.25,0.5,0,1,Support-OS
1,1,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0.209125,0.064639,0.726236,0,0.16129,0.064516,0.774194,0,0,0,0,0,0.2,0,0,0,0.8,1,0.833333,0,0,0,0.166667,0,0,0,0.690058,0,11,8.5,7.958333,0,3.945455,4.470588,4.759162,0,0,0,0,0,0.2,0.4,0.6,0,0.2,0.4,1,0,Search-Software
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.61165,0.296117,0,0.092233,0.277778,0.666667,0,0.055556,0,0,0,0,0,0,0,0,0.4,0.083333,0,0.333333,0.6,0.916667,0,0.666667,0.714286,0.971429,0,0.6,8.4,1.694444,0,6.333333,5.126984,13.327869,0,4.263158,0,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Install-Software
1,1,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0.078502,0.061594,0.305556,0.554348,0.103896,0.064935,0.207792,0.623377,0.125,0.4,0,0.020833,0,0,0,0.041667,0.375,0.6,0.6875,0.5625,0.5,0,0.3125,0.375,0.769231,0,0.354545,0.765614,8.125,10.2,15.8125,9.5625,4.4,3.509804,4.438735,4.729847,0.875,0.2,0,1,0.090909,0.181818,0.363636,0.272727,0.090909,0.181818,0.909091,1,Support-Media
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.602564,0.397436,0,0,0.538462,0.461538,0,0,0.285714,0,0,0,0.285714,0,0,0,0.428571,0.333333,0,0,0,0.666667,0,0,0,0.833333,0,0,6.714286,5.166667,0,0,4.361702,5.290323,0,0,0.571429,0,0,0,0.333333,1,0,0,0.666667,1,0,0,Install-Software
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0,0,0.2,0,0,0,0.25,0,0,0,7.2,0,0,0,4.25,0,0,0,0.6,0,0,0,0.5,0,0,0,1,0,0,0,Search-Software
1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.185484,0.266129,0.298387,0.222222,0.222222,0.222222,0.333333,0,0,0.5,0,0,0,0,0,1,1,0.5,0.666667,0,0,0,0.333333,0,0,0,0,15.5,11.5,16.5,12.333333,4.741935,4,4.484848,4.567568,0,0,0.5,0,0.166667,0.333333,0.666667,0.5,0.166667,0.333333,1,0.833333,Support-Software
1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.141593,0.014159,0.334513,0.509735,0.09375,0.078125,0.390625,0.4375,0.166667,0,0.2,0.25,0,0,0.04,0.035714,0.833333,0.4,0.44,0.642857,0,0.6,0.32,0.071429,0.6,0.833333,0.291919,0.377778,13.333333,1.6,7.56,10.285714,3.9125,8,4.322751,4.090278,0.666667,0,0.08,0.178571,0.071429,0.142857,0.285714,0.214286,0.071429,0.142857,1,0.928571,Support-OS
1,1,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0.156208,0.070761,0.331108,0.441923,0.086957,0.065217,0.391304,0.456522,0.25,0.333333,0,0,0,0,0,0,0.75,0.666667,0.944444,0.857143,0,0,0.055556,0.142857,0.428571,0,0.411111,0.383333,29.25,17.666667,13.777778,15.761905,3.811966,4.45283,4.177419,3.900302,1,1,0,0,0.125,0.25,0.5,0.375,0.125,0.25,0.875,1,Search-Documentation
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.869159,0.130841,0,0,0.818182,0.181818,0,0,0.222222,0,0,0,0,0,0,0,0.777778,1,0,0,0,0,0,0,0.333333,0,0,0,10.333333,7,0,0,4.139785,4,0,0,0.777778,0,0,0,0.5,1,0,0,0.5,1,0,0,Support-OS
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.137931,0,0,0,0.034483,0,0,0,0.103448,0,0,0,0.724138,0,0,0,0.719697,0,0,0,3.965517,0,0,0,7.069565,0,0,0,0.689655,0,0,0,0.5,0,0,0,1,0,0,0,Support-Software
1,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.58,0.06,0.36,0,0.391304,0.086957,0.521739,0,0,0.5,0.083333,0,0,0,0,0,0.777778,0.5,0.75,0,0.222222,0,0.166667,0,0.75,0,0.666667,0,12.888889,6,6,0,3.948276,3.75,4.513889,0,0,1,0.166667,0,0.2,0.4,0.6,0,0.2,0.4,1,0,Support-Software
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.601896,0.260664,0,0.137441,0.416667,0.458333,0,0.125,0,0.272727,0,0,0,0,0,0,0.3,0.181818,0,0.666667,0.7,0.545455,0,0.333333,0.6875,0.615385,0,0.333333,12.7,5,0,9.666667,4.496063,4.018182,0,5,0,0.363636,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Install-OS
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.637681,0.362319,0,0,0.625,0.375,0,0,0,0,0,0,0,0,0,0,0.4,0.666667,0,0,0.6,0.333333,0,0,0.5,0,0,0,8.8,8.333333,0,0,4.568182,5.52,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,Search-Software
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,0.7,0,0,0.181818,0.818182,0,0,0,0.333333,0,0,0,0.111111,0,0,0.5,0.555556,0,0,0.5,0,0,0,0,0.333333,0,0,18,9.333333,0,0,3.472222,4.452381,0,0,0,0.666667,0,0,0.5,1,0,0,0.5,1,0,0,Install-Software
1,1,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0.17301,0.16955,0.536332,0.121107,0.121951,0.292683,0.439024,0.146341,0,0,0,0,0.2,0,0,0.333333,0.4,0.333333,0.666667,0.5,0.4,0.666667,0.333333,0.166667,0.571429,0.833333,0.350649,0.833333,10,4.083333,8.611111,5.833333,4.74,7.632653,4.948387,4.142857,0,0,0,0,0.125,0.25,0.375,0.625,0.125,0.25,1,0.875,Search-Software
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868852,0.04918,0,0.081967,0.837838,0.081081,0,0.081081,0.096774,0,0,0,0,0.333333,0,0,0.129032,0,0,0.333333,0.774194,0.666667,0,0.666667,0.846154,1,0,0.833333,3.419355,2,0,3.333333,5.745283,3,0,4.5,0.129032,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Support-Programming
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.153846,0,0,0,0,0,0,0,0.307692,0,0,0,0.538462,0,0,0,0.654762,0,0,0,7.153846,0,0,0,4.591398,0,0,0,0.230769,0,0,0,0.5,0,0,0,1,0,0,0,Support-Software
1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0.195506,0.175281,0.330337,0.298876,0.169231,0.292308,0.276923,0.261538,0.090909,0,0.055556,0.058824,0,0,0,0,0.545455,0.157895,0.611111,0.176471,0.363636,0.842105,0.333333,0.764706,0.733333,0.5,0.25,0.666667,7.909091,4.105263,8.166667,7.823529,4.988506,5.179487,4.340136,4.548872,1,0,0.166667,0.764706,0.142857,0.285714,0.428571,0.571429,0.142857,0.285714,1,0.571429,Support-Media
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.223684,0.776316,0,0,0.272727,0.727273,0,0,0.333333,0.125,0,0,0,0,0,0,0,0.25,0,0,0.666667,0.625,0,0,0.5,1,0,0,5.666667,7.375,0,0,5.647059,4.983051,0,0,0.333333,0.375,0,0,0.5,1,0,0,0.5,1,0,0,Support-Software
1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0.149425,0.287356,0.418391,0.144828,0.121951,0.219512,0.512195,0.146341,0.6,0,0,0,0,0,0,0,0.4,0.666667,0.428571,0.833333,0,0.333333,0.571429,0.166667,0.571429,0.6,0.264706,0.625,13,13.888889,8.666667,10.5,4.276923,3.968,4.791209,4.412698,0.2,0,0,0,0.2,0.4,0.6,0.8,0.2,0.4,1,0.8,Support-OS
1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.212851,0.204819,0.518072,0.064257,0.107143,0.25,0.571429,0.071429,0.333333,0,0.0625,0.5,0,0,0.125,0,0.666667,1,0.5,0,0,0,0.3125,0.5,0,0,0.460317,0,17.666667,7.285714,8.0625,8,4.698113,4.392157,4.372093,3.4375,0.333333,0,0.375,0.5,0.166667,0.333333,0.666667,0.5,0.166667,0.333333,1,0.5,Search-Software
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.013793,0,0,0,0.02069,0,0,0,0.206897,0,0,0,0.758621,0,0,0,0.810714,0,0,0,4.62069,0,0,0,6.428358,0,0,0,0.082759,0,0,0,0.5,0,0,0,1,0,0,0,Support-Software
1,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.358333,0.04,0.223333,0.378333,0.311111,0.066667,0.288889,0.333333,0.071429,0,0.153846,0.066667,0.214286,0,0,0.066667,0.642857,1,0.538462,0.866667,0.071429,0,0.307692,0,0.444444,0,0.266667,0.366667,15.357143,8,10.307692,15.133333,3.888372,5.291667,4.507463,3.863436,0.428571,0,0.384615,0.133333,0.125,0.25,0.5,0.375,0.125,0.25,1,0.875,Support-Software
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.360976,0.043902,0.595122,0,0.365854,0.02439,0.609756,0,0.4,0,0.28,0,0,0,0,0,0.466667,1,0.48,0,0.133333,0,0.24,0,0.578947,0,0.375,0,9.866667,18,9.76,0,4.547297,4,4.479508,0,0.466667,0,0.36,0,0.25,0.5,0.75,0,0.25,0.5,1,0,Support-Software
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.083333,0,0,0,0,0,0,0,0.361111,0,0,0,0.555556,0,0,0,0.747692,0,0,0,5.416667,0,0,0,4.451282,0,0,0,0.055556,0,0,0,0.5,0,0,0,1,0,0,0,Support-Media
1,1,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0.218786,0.020619,0.045819,0.714777,0.257143,0.028571,0.071429,0.642857,0.055556,0.5,0.2,0.088889,0,0,0,0,0.5,0.5,0.8,0.644444,0.444444,0,0,0.266667,0.8,0,0.5,0.393908,10.611111,9,8,13.866667,4.240838,4.222222,4.725,4.320513,0.222222,0.5,0.8,0.155556,0.125,0.25,0.5,0.375,0.125,0.25,0.875,1,Support-OS
1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0.380224,0.282365,0.337411,0,0.229508,0.45082,0.319672,0,0.107143,0.018182,0.102564,0,0,0,0.076923,0,0.535714,0.090909,0.25641,0,0.357143,0.890909,0.564103,0,0.733333,0.960526,0.318519,0,13.321429,5.036364,8.487179,0,4.806971,7.700361,5.18429,0,0.892857,1,0.74359,0,0.142857,0.285714,0.428571,0,0.142857,0.285714,1,0,Install-OS
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.457831,0.542169,0,0,0.625,0.375,0,0,0.2,0,0,0,0,0,0,0,0.4,1,0,0,0.4,0,0,0,0.333333,0,0,0,7.6,15,0,0,4.342105,4.8,0,0,0.6,0,0,0,0.5,1,0,0,0.5,1,0,0,Support-Media
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527397,0.219178,0,0.253425,0.538462,0.153846,0,0.307692,0.142857,0,0,0,0,0,0,0,0.857143,1,0,0.75,0,0,0,0.25,0.333333,0,0,0.333333,11,16,0,9.25,3.961039,4.34375,0,4.702703,0.142857,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Support-OS
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.069264,0.077922,0.731602,0.121212,0.076923,0.076923,0.615385,0.230769,0,0,0,0,0,0,0.0625,0,0.5,0.5,0.6875,0.166667,0.5,0.5,0.25,0.833333,0,0,0.588235,0.7,8,9,10.5625,4.666667,4.875,4.722222,5.189349,4.964286,0,0,0,0,0.25,0.5,1,0.75,0.25,0.5,1,0.75,Install-Software
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648649,0.138514,0.212838,0,0.705882,0.117647,0.176471,0,0.041667,0,0,0,0,0,0,0,0.291667,1,0.833333,0,0.666667,0,0.166667,0,0.777778,0.333333,0.166667,0,8,10.25,10.5,0,4.791667,3.829268,4.238095,0,0.916667,0,0,0,0.25,0.5,0.75,0,0.25,0.5,1,0,Support-OS
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425287,0.264368,0.310345,0,0.166667,0.333333,0.5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,37,11.5,9,0,3.972973,4.652174,3.962963,0,0,0,0,0,0.333333,0.666667,1,0,0.333333,0.666667,1,0,Search-Data
2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0.49642,0.02148,0.447494,0.034606,0.432,0.032,0.488,0.048,0.018519,0,0,0,0,0,0,0,0.351852,0,0.032787,0.5,0.62963,1,0.967213,0.5,0.423729,0.714286,0.782935,0.666667,7.703704,4.5,6.147541,4.833333,7.326923,3.944444,5.818667,5.448276,1,0,0,0,0.166667,0.5,0.666667,0.833333,0.333333,0.5,1,0.833333,Support-Software
1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.183953,0.086106,0.412916,0.317025,0.173913,0.065217,0.478261,0.282609,0.25,0,0,0,0.125,0,0.090909,0.076923,0.5,0.666667,0.590909,0.769231,0.125,0.333333,0.318182,0.153846,0.444444,0.333333,0.381746,0.208333,11.75,14.666667,9.590909,12.461538,4.617021,4.431818,4.483412,4.685185,0.625,0,0,0,0.1,0.2,0.4,0.3,0.1,0.2,0.9,1,Search-Software
1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.473146,0.048593,0.30179,0.176471,0.553191,0.042553,0.106383,0.297872,0.038462,0,0,0.142857,0,0,0,0,0.423077,1,1,0.357143,0.538462,0,0,0.5,0.636364,0,0,0.764706,7.115385,9.5,23.6,4.928571,4.686486,4.157895,4.033898,5.275362,1,0,0,0.928571,0.2,0.4,0.6,0.8,0.2,0.4,1,0.8,Support-Media
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.408,0.248,0,0.344,0.272727,0.363636,0,0.363636,0.333333,0,0,0,0,0,0,0,0.666667,0.5,0,1,0,0.5,0,0,0,0.5,0,0,17,7.75,0,10.75,4.529412,5.451613,0,4,1,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Support-OS
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.076923,0,0,0,0.076923,0,0,0,0.384615,0,0,0,0.461538,0,0,0,0.666667,0,0,0,7.192308,0,0,0,4.449198,0,0,0,0.461538,0,0,0,0.5,0,0,0,1,0,0,0,Support-Software
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.700375,0.299625,0,0,0.764706,0.235294,0,0,0,0.5,0,0,0,0,0,0,0.923077,0.5,0,0,0.076923,0,0,0,0.333333,0.5,0,0,14.384615,20,0,0,4.080214,4.525,0,0,0,0.25,0,0,0.5,1,0,0,0.5,1,0,0,Support-Software
1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.571429,0.174603,0.111111,0.142857,0.4,0.2,0.3,0.1,0,0,0,0,0,0,0,0,0.5,0,0,1,0.5,1,1,0,0.5,0.333333,0.833333,0,9,5.5,2.333333,9,4.5,7.727273,8,3.333333,0,0,0,0,0.25,0.5,0.75,1,0.25,0.5,0.75,1,Search-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.392857,0.607143,0,0,0.6,0.4,0,0,0.333333,0,0,0,0,0,0,0,0,1,0,0,0.666667,0,0,0,0.75,0,0,0,7.333333,17,0,0,4.227273,5,0,0,0.666667,0,0,0,0.5,1,0,0,0.5,1,0,0,Search-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.676471,0.323529,0,0,0.888889,0.111111,0,0,0,1,0,0,0,0,0,0,0.25,0,0,0,0.75,0,0,0,0.285714,0,0,0,5.75,22,0,0,5.152174,3.590909,0,0,0,1,0,0,0.5,1,0,0,0.5,1,0,0,Install-Software
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.883117,0.116883,0,0,0.875,0.125,0,0,0,0,0,0,0,0,0,0,0.714286,1,0,0,0.285714,0,0,0,0.428571,0,0,0,9.714286,9,0,0,4.617647,3.666667,0,0,0,0,0,0,0.5,1,0,0,0.5,1,0,0,Support-OS
1,1,4,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.132776,0.011142,0.199629,0.656453,0.109756,0.012195,0.158537,0.719512,0.111111,0,0,0,0,0,0,0.016949,0.888889,0,1,0.661017,0,1,0,0.322034,0,0,0.083333,0.152778,15.888889,12,16.538462,11.983051,4.34965,5,4.237209,4.50495,0.666667,0,0,0,0.083333,0.166667,0.333333,0.25,0.083333,0.166667,1,0.916667,Support-Hardware
1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.419355,0.258065,0.322581,0,0.3,0.3,0.4,0,0.333333,0,0,0,0,0,0,0,0.666667,0.333333,0.75,0,0,0.666667,0.25,0,0,0,0,0,17.333333,10.666667,10,0,4.538462,4.0625,4,0,1,0,0,0,0.333333,0.666667,1,0,0.333333,0.666667,1,0,Support-OS
1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0.508929,0,0.116071,0.555556,0.222222,0,0.222222,0.4,0,0,0,0,0,0,0,0.4,1,0,0.5,0.2,0,0,0.5,0.6,0,0,0,8.4,28.5,0,6.5,3.952381,3.894737,0,3.461538,0.6,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Support-Media
1,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.360902,0.082707,0.18797,0.368421,0.5,0.125,0.1875,0.1875,0.125,0.5,0.333333,0,0.125,0,0.333333,0,0.25,0.5,0,0,0.5,0,0.333333,1,0.75,0.5,0,0,6,5.5,8.333333,16.333333,5.0625,4.545455,4.44,3.897959,0.875,1,0.333333,0,0.142857,0.285714,0.571429,0.428571,0.142857,0.285714,0.857143,1,Install-Software
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485714,0.471429,0,0.042857,0.571429,0.285714,0,0.142857,0.125,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0.375,0.5,0,0.5,0.625,0.571429,0,0.666667,8.5,16.5,0,3,3.955882,4.606061,0,5.666667,0.375,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Support-Software
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693333,0.246667,0,0.06,0.705882,0.176471,0,0.117647,0.25,0,0,0,0,0,0,0,0.75,1,0,0.5,0,0,0,0.5,0.4,0,0,0,8.666667,12.333333,0,4.5,3.961538,4.567568,0,3.777778,0.333333,0,0,0,0.333333,0.666667,0,1,0.333333,0.666667,0,1,Support-OS
1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0.365672,0.130597,0.373134,0.130597,0.37037,0.259259,0.222222,0.148148,0.1,0,0,0.25,0,0,0.166667,0.25,0.4,0.571429,0.333333,0.5,0.5,0.428571,0.5,0,0.6,0.5,0,0.6,9.8,5,16.666667,8.75,5.459184,5.057143,3.9,5.942857,0.9,0,0,0.5,0.2,0.4,0.8,0.6,0.2,0.4,1,0.6,Support-Software
